doc_id,text,era,year,level,book_id,title,curriculum,nikh_period,publisher
nikh_hs_0000,"고등학교 국사 3차

3차 교육과정

국기에 대한 맹세
국민 교육 헌장
머리말
Ⅰ. 고대 사회
Ⅱ. 고려 사회
Ⅲ. 조선 사회
Ⅳ. 근대 사회
Ⅴ. 현대 사회
[판권]

국기에 대한 맹세

나는 자랑스런 태극기 앞에

조국과 민족의 무궁한 영광을 위하여

몸과 마음을 바쳐 충성을 다할 것을

굳게 다짐합니다.

국민 교육 헌장

우리는 민족 중흥의 역사적 사명을 띠고 이 땅에 태어났다. 조상의 빛난 얼을 오늘에 되살려, 안으로 자주 독립의 자세를 확립하고, 밖으로
인류 공영에 이바지할 때다. 이에, 우리의 나아갈 바를 밝혀 교육의 지표로 삼는다.

성실한 마음과 튼튼한 몸으로, 학문과 기술을 배우고 익히며, 타고난 저마다의 소질을 계발하고, 우리의 처지를 약진의 발판으로 삼아, 창조의
힘과 개척의 정신을 기른다. 공익과 질서를 앞세우며 능률과 실질을 숭상하고, 경애와 신의에 뿌리박은 상부 상조의 전통을 이어받아, 명랑하고
따뜻한 협동 정신을 북돋운다. 우리의 창의와 협력을 바탕으로 나라가 발전하며, 나라의 융성이 나의 발전의 근본임을 깨달아, 자유와 권리에
따르는 책임과 의무를 다하며, 스스로 국가 건설에 참여하고 봉사하는 국민 정신을 드높인다.

반공 민주 정신에 투철한 애국 애족이 우리의 삶의 길이며, 자유 세계의 이상을 실현하는 기반이다. 길이 후손에 물려줄 영광된 통일 조국의
앞날을 내다보며, 신념과 긍지를 지닌 근면한 국민으로서, 민족의 슬기를 모아 줄기찬 노력으로, 새 역사를 창조하자.

머리말

세계 역사가 인류의 생활을 바탕으로 시작되어 엮어지고 또 영원히 이어 나가듯이, 우리 나라 역사는 우리 민족과 함께 살아왔고 또 영원히
살아간다.

그러므로, 고대부터 현대에 이르기까지의 우리 나라 역사의 흐름은, 곧 오늘을 사는 우리들의 거울이자 내일을 살아갈 우리들의 지표이기도 하다.
과거 없는 현재는 있을 수 없고, 현재 없는 미래도 있을 수 없다. 우리들이 내 겨레와 내 나라의 역사를 배우고 익히는 까닭이 바로 여기에
있는 것이다.

긴 역사의 흐름을 살펴보면, 때에 따라서 주류와 지류의 분파가 생기기도 하고, 청탁과 굴곡의 변모가 일어나기도 하며, 융성과 침체의 기복을
거듭하기도 한다. 그러나, 역사의 주체인 민족의 뿌리가 깊숙이 뻗어서 끈질긴 생명력과 불멸의 혈맥이 끊기지 않고 살아 있는 한, 그 나라의
역사는 언젠가 반드시 기사 회생의 기회를 찾아서 약진하고 부흥, 재건하는 법이다. 이러한 법칙을, 그 어느 나라의 역사보다도 우리 나라의
오랜 역사가 말해 주고 있다.

돌이켜보면, 우리 민족은 아득한 옛날부터 해 뜨는 동방 아시아의 밝고도 아름다운 금수 강산을 터전으로 삼아 성실, 근면하게 살아 온만큼,
기본 성격이 광명 정대하여 평화를 지극히 사랑하였다. 남달리 멋진 생활 양식과 훌륭한 문화를 창조하여 스스로 즐기되, 독점하지 않고 널리
펴서 남들에게 도움을 주었다.

나아가, 고대 사회의 분산, 난립 상태에서부터 한 겨레의 한 마음을 찾아 뭉치어 살기를 좋아하고 끊임없이 노력한 결과, 마침내는 한 나라를
이룩하는 데 성공하였다.

그리고, 이러한 과정에서 강대한 이웃 나라가 우리 민족의 통합을 방해하거나 침략하기 위하여 도전했을 때에는, 우리 민족 스스로의 강인한 저항
정신으로 슬기롭고도 용감하게 응전하여 대결함으로써 이를 격퇴하여, 끝끝내 내 나라의 강토와 자주 국권을 수호하였다.

그러므로, 오늘에 이르는 우리 나라의 긴 역사는, 동방 문화 민족의 피땀어린 발자취이자, 창조와 저항의 눈부신 기록이요, 국토를 지키기
위하여 강포한 침략자들을 상대로 용감하게 싸우면서 건설해 온 불후의 유산이기도 하다.

그러나, 우리에게는 아직도 많은 어려움이 남아 있다. 우리는 새 역사를 창조하기 위해서 공산 집단의 전쟁 도발을 미연에 방지하고, 국토
통일과 민족 중흥의 대업을 달성해야 할 싯점에 있다.

이 벅찬 과업은, 대한 민국이 간직해 온 민족의 정통성으로 보나 역사의 필연성으로 보나, 우리의 영광된 기본 사명이 아닐 수 없다. 이러한
의미에서, 우리 나라 역사를 올바르게 배우고 익히는 일은 내일의 새 역사를 창조할 우리들의 가장 중대한 당면 과업이기도 하다.

Ⅰ. 고대 사회

선사 시대의 문화
부족 국가의 성장과 그 문화
삼국 시대의 발전
삼국 시대의 사회와 문화
통일 신라와 발해의 발전
통일 신라의 문화

광개토왕비
광개토왕의 일생 사업이 기록되어 있는 높이 6.6m, 총 잣수 1800여 자의 한국 최대의 비석이다. 현재 만주 통구 소재.

단원 개관

구석기 시대를 지나 빗살 무늬 토기의 신석기 문화가 형성되었고, 그 말기에 농경 생활이 시작되더니, 이어서 무늬 없는 토기 문화가
성립되었으며, 그 문화를 기반으로 하여 청동기 문화가 발달하였다. 그러는 동안에 고조선이 성립되었고, 고조선이 한의 침략으로 멸망한 뒤,
여러 부족 국가들이 한의 군현과 싸우면서 성장하였다.

그 후, 고대 국가로 먼저 고구려가 건국되었고, 뒤이어 백제와 신라가 일어났다. 고구려가 북동 아시아의 중심 세력이 되어 발전하면서 수⋅당과
충돌하는 동안, 국력을 쌓아 온 신라는 마침내 삼국을 통일하였다.

신라는 민족의 통합인 삼국 통일을 이룩하여, 복잡한 국제 관계에서 외족의 침입을 막을 수 있는 국력과 문화 역량을 구축하였다. 이 때,
만주에서는 발해가 성립되어 발전하고 있었다. 통일 신라의 하대 이후에 와서는 고대 국가가 해체되어 후삼국의 분열이 일어나 심한 사회적 진통을
겪었다.

연표

1. 선사 시대의 문화

(1) 구석기 문화와 신석기 문화
(2) 한국 청동기 문화의 발달

【개요】

1920년대 이래 구석기 유적이 우리 나라 각처에서 발견되어 조사, 연구됨에 따라, 한반도에서의 인간 역사의 기원은 약 50만 년 전까지
올라갔다.

구석기 문화에 이어서 한반도에는 기원전 4천년경부터 신석기 사회가 전개되었는데, 기원전 10세기부터는 무늬 없는 토기 제작인들이 나타나
청동기 문화를 개발하면서 새로운 사회를 발전시켜 갔다. 우리 민족은 이 시기를 전후하여 한반도의 주인공으로 대두하였다. 따라서, 우리는
그들이 사용하던 생활 도구와 그들의 주거지 등의 유적을 통해서, 선사 시대에 있어서의 인간의 능력은 어떤 것이었으며, 또 그 능력들이 모여서
원시 문화를 발전시키고 민족을 형성한 과정은 어떠하였는가를 구체적으로 이해해야 한다.

선사 시대의 문화는 인류 문화의 시작인 동시에, 문화의 본질적인 면을 아무런 꾸밈 없이 그대로 보여 주므로, 이에 대한 이해는 인간 문화
전체에 대해 올바른 이해가 될 수 있다.

연구 과제

구석기의 모양을 통하여 알 수 있는 그 용도들은 무엇인가?

선사 시대의 생활 환경은 어떠했는가?

구석기 문화와 신석기 문화의 차이점을 비교해 볼 때, 우리 나라 신석기 문화가 가져온 발전은 어떠한 것이었는가?

청동기 문화의 영향으로 나타난 사회의 변동은 무엇인가?

(1) 구석기 문화와 신석기 문화

우리 나라의 구석기 문화

아시아 대륙의 북동쪽에 자리잡은 우리 나라에 사람이 살기 시작한 것은 약 50만 년 전 구석기 시대부터였다. 이 시기의 사람들은 불을
발견하여 사용했고, 돌을 깨고 때려서 만든 타제 석기를 연모로 삼아 사냥을 하고, 또 사냥을 한 짐승의 살을 저며서 먹었으며, 그 가죽으로
옷을 지어 입고, 동굴이나 물가에서 살았다.

약 50만 년 전의 유적인 상원의 검은모루 유적을 비롯하여 제천의 점말 동굴, 공주의 석장리, 청원의 두루봉 동굴 등은 전기 구석기 시대부터
사람이 살았던 유적임이 밝혀졌다. 이 중에서 공주 석장리의 유적은 후기까지 계속된 유적으로, 웅기 굴포리의 물가 유적과 함께 후기 구석기가
많이 나왔다. 특히, 점말 동굴에서는 중기 구석기 시대 사람의 얼굴을 새긴 코뿔소의 뼈도 나왔다. 이와 같이 각처에서 유적들이 조사됨에 따라
한국 구석기 문화의 모습은 점차 드러나고 있다.

전기 구석기(외날찍개)

중기 구석기(긁개)

후기 구석기(밀개)

신석기 문화의 발달

신석기 시대의 특징은, 농경과 목축 등으로 식량을 생산할 줄 알고, 토기를 만들기 시작하면서 나타났다. 함경 북도 웅기, 평안 북도 만포진,
부산시 동삼동 등지에서 출토된 원시 무늬 없는 토기〔原始無文土器〕는 모양이나 크기가 작고 제작 기술이 거친데, 이것이 가장 오랜 신석기
시대의 토기로 알려져 있다.

한편, 기원전 4천년경부터, 시베리아, 몽고 지역의 신석기 문화와 같은 계통인 빗살 무늬 토기 제작인들이 들어오기 시작하였는데, 이들의 한
갈래는 요동(랴오뚱) 반도에서 우리 나라 서해안 지역으로 들어와 한강 이남까지 퍼지고, 다른 한 갈래는 동만주 지역에서부터 동해안으로 내려와
남해안에 이른 듯하다. 그리고, 또 한 갈래는 산뚱 반도에서 황해를 건너 한반도 중서부 지방에 들어 온 듯하다. 석기와 골각기, 돌그물추,
돌화살촉 등이 이들의 유적에서 발견되고 있다.

빗살 무늬 토기 제작인들은, 초기에는 주로 어로와 수렵 생활을 하였으나, 점차로 농경법도 알게 되어 조, 피, 수수 등을 재배하였다.
그리하여, 생활이 안정되고 인구가 크게 증가하였으며, 점차 정착 생활에 들어가게 되었다.

빗살 무늬 토기
신석기인의 주거지에서 발견된 토기로, 빗살 무늬가 선명하다. 서울 암사동 출토.

그리하여, 가옥으로는 원형 또는 방형 움집을 짓고 살았다. 웅기 조개무지의 움집에서는 오늘날의 화덕과 유사한 난방 장치가 발견되었다. 또한,
이들은 직조 기술도 알게 되었다.

당시의 산업은 농경, 어로, 수렵, 베짜기 등 여러 가지였으나, 신석기 시대의 기술 수준으로서는 공동 생산과 공동 분배의 씨족 공동체 생활을
하지 않을 수 없었다. 그들의 사회에서는 족외혼이 행해지고, 씨족마다 생활 구역이 따로 정해져 있었다.

한편, 당시의 일상 생활은 자연 환경의 제약을 많이 받고 있었으므로, 자연과 인간과의 관계는 밀접한 것으로 생각되었다. 그리하여, 만물에
영혼이 있다고 생각하는 애니미즘이 생기고, 자기 씨족의 기원을 동물이나 식물과 연결시키는 토테미즘까지 성립되었다.

그들은 생산이 잘 되고 못 되는 것은 산신, 바다신, 바람신, 비신 등 기후를 맡은 신에 달렸다고 믿었다.

그리고, 웅기 조개무지에서 발견된 신석기 시대의 인",Authoritarian,1973,High School,ta_h31,고등학교 국사 3차,3rd Curriculum,3rd National Curriculum (1973–1981),문교부
nikh_hs_0001,"고등학교 세계사(3차)

3차 교육과정

국민 교육 헌장
머리말
Ⅰ. 인류 문화의 시작
Ⅱ. 서양 세계의 전개
Ⅲ. 동양 세계의 전개
Ⅳ. 서양 근대 사회의 발전
Ⅴ. 동양 사회의 변천
Ⅵ. 현대 세계와 우리
[판권]

국민 교육 헌장

우리는 민족 중흥의 역사적 사명을 띠고 이 땅에 태어났다. 조상의 빛난 얼을 오늘에 되살려, 안으로 자주 독립의 자세를 확립하고, 밖으로
인류 공영에 이바지할 때다. 이에, 우리의 나아갈 바를 밝혀 교육의 지표로 삼는다.

성실한 마음과 튼튼한 몸으로, 학문과 기술을 배우고 익히며, 타고난 저마다의 소질을 계발하고, 우리의 처지를 약진의 발판으로 삼아, 창조의
힘과 개척의 정신을 기른다. 공익과 질서를 앞세우며 능률과 실질을 숭상하고, 경애와 신의에 뿌리박은 상부 상조의 전통을 이어받아, 명랑하고
따뜻한 협동 정신을 북돋운다. 우리의 창의와 협력을 바탕으로 나라가 발전하며, 나라의 융성이 나의 발전의 근본임을 깨달아, 자유와 권리에
따르는 책임과 의무를 다하며, 스스로 국가 건설에 참여하고 봉사하는 국민 정신을 드높인다.

반공 민주 정신에 투철한 애국 애족이 우리의 삶의 길이며, 자유 세계의 이상을 실현하는 기반이다. 길이 후손에 물려줄 영광된 통일 조국의
앞날을 내다보며, 신념과 긍지를 지닌 근면한 국민으로서, 슬기를 모아 줄기찬 노력으로, 새 역사를 창조하자.

머리말

이 책은 교육 과정에 의거하여 엮은 고등 학교 ‘세계사’ 교과서이다.

우리는 오늘날 고립하여 홀로 살 수 없다. 우리만이 아니라, 세계의 모든 민족과 지역이 밀접한 관련과 유대를 맺고 있다. 먼 지역에서 일어난
일들이 직접, 간접으로 우리와 관련을 맺고 영향을 끼친다. 말하자면, 우리는 오늘날 세계사적인 연관 속에 살고 있다. 따라서, 세계사의
흐름을 예리하게 관찰하지 않으면 안 된다. 아시아나 유럽의 과거가 어떠하였으며, 그것이 어떻게 서로 연관을 맺으면서 오늘의 세계를
이룩하였는가를 살피는 일은, 바로 오늘의 우리가 처하여 있는 세계사적인 연관을 올바르게 인식하는 길이다.

역사란 지나가 버린 과거의 사실과 연대를 공부하고 기억하는 학문이 아니다. 오히려 현재의 우리의 입장에서 과거에 의미와 가치를 부여하고,
생명을 불어넣어 그것을 현재 속에 소생시킴으로써 더 나은 미래의 창조에 연관을 맺게 하는 것이 역사의 임무요 사명인 것이다. 역사 공부가
무미건조하다는 사람은, 역사를 단순히 지나간 날에 관한 지식이라고만 생각할 뿐, 생생하게 오늘을 살면서 미래를 건설하는 창조적인 입장과
안목에서 역사를 보지 않기 때문이다.

이와 같이, 오늘의 입장에서 세계사를 이해한다는 것은, 유구한 인류 역사를 통하여 인류가 창조하고 발전시킨 위대한 문화 유산을 이해하고
섭취한다는 것을 뜻하기도 한다. 그것은 우리 자신을 풍요하게 해 줄 것이며, 인간과 사회에 대한 올바른 인식과 새로운 문화 창조의 귀중한
토대가 될 것이다.

위와 같은 안목에서 이 책을 엮은바, 특히 아래와 같은 점에 유의하였다.

(1) 세세한 사실보다는 역사의 큰 흐름과 문화의 특징을 이해시키는 데 중점을 두었으며, 아시아와 유럽의 유기적인 연관 관계를 토대로
종합적인 세계사를 구상하였다.

(2) 각 단원마다 적절한 비중을 두었으나, 특히 근대 이후에 중점을 두었고, 아시아와 유럽을 동등한 비중으로 취급하였다.

(3) 대단원의 첫머리에 개관을 붙여 학습의 편의를 도모하고, 중단원마다 연구 과제와 연습 문제를 제시하여, 자발적이고 창의적인 학습 태도의
함양을 도모하였다.

(4) 번잡을 피하고 풍부한 내용을 담기 위하여 인명, 지명, 사건명 등의 원어를 본문에 넣지 않고 찾아보기에 수록하였으며, 삽화와 지도는
정선하여 많이 수록하였다.

Ⅰ. 인류 문화의 시작

선사 인류와 문화의 기원
문명의 형성

들소에 쫓기는 사냥꾼

▣ 이 단원의 공부를 위하여 ▣

약 200만 년 전에 최초의 인류가 나타난 뒤, 인류의 오랜 역사는 선사 시대와 역사 시대로 크게 나뉜다. 그런데, 인류가 문자를 발명하여
기록을 남기기 시작한 것은 고작 5000년 전의 일이므로, 역사 시대는 선사 시대에 비하여 500분의 1밖에 안 되는 짧은 동안이었다.

인류가 나타나서 오늘날에 이르기까지를 하루로 친다면, 역사 시대는 3분도 안 되는 짧은 기간에 지나지 않는 것이다. 처음에는 글자 그대로
맨주먹으로 출발하였던 인류는, 그 길고 긴 동안에 더디고 느리기는 하였으나 꾸준히 문화를 발전시켜서, 마침내 문자와 금속기와 도시를 가진
문명을 이룩할 수 있게 된 것이었다.

최초의 문명들이 나타난 것은 중국, 인도, 메소포타미아, 이집트 등의 강변에서였다. 사람들은 오랜 노력 끝에 그 곳을 옥토로 만들고,
그럼으로써 도시와 국가와 문명을 일으킨 것이다.

그러면, 과연 인류는 어떻게 문명에의 길을 더듬어 나아갔으며, 또 처음으로 어떤 문명들이 나타났던 것일까?

1. 선사 인류와 문화의 기원

(1) 인류의 기원
(2) 원시인의 생활
연습 문제

〔연구 과제〕

인류는 어떻게 진화하여 왔는가?

선사 인류는 어떤 생활을 하였는가?

최초의 문명은 어떻게 일어났는가?

(1) 인류의 기원

최초의 인류
호모 에렉투스
호모 사피엔스
인류의 진화

최초의 인류

최초의 인류라고 할 오스트랄로피테쿠스가 지구상에 나타난 것은 약 200만 년 전 홍적세 초의 일이었다. 오스트랄로피테쿠스는 직립 보행을
하였는데, 그 점에서 다른 동물들과는 근본적으로 달랐다. 그 때문에, 인류는 발과 구별되는 손을 가지게 된 동시에, 숙어지는 머리를 근육으로
지탱하는 대신 척추로 떠받치게 되어 보다 무거운 뇌를 가지게 된 것이었다.

오스트랄로피테쿠스(상상도)

사람이라기보다는 차라리 원숭이에 가까운 모습이었으나, 오스트랄로피테쿠스는 그와 같이 독립된 손과 발달된 뇌를 가짐으로써 최초의 ‘도구를
만드는 동물’이 될 수 있었다. 즉, 그들은 조약돌의 일부분을 때려서 떼어 내고 날을 세워서, 물건을 찍고 자르는데 사용할 줄 알았던
것이다.

호모 에렉투스

홍적세로 들어와서 약 100만 년이 지난 뒤, 심한 추위가 닥쳐와서 북극을 중심으로 하여 육지의 3분의 1 가량이 빙하로 덮였다가, 다시
기후가 따뜻해져서 빙하가 물러가기를 네 차례나 되풀이하였다. 그래서, 추운 빙기가 네 번, 그 사이사이에 따뜻한 간빙기가 세 번 있었다.
오스트랄로피테쿠스보다 더 진화한 인류인 호모 에렉투스가 나타나기 시작한 것은 제1간빙기이었는데, 이들은 약 50만 년 전 오스트랄로피테쿠스가
멸종한 뒤 지구에 널리 퍼져 살았다.

중국, 인도네시아, 독일에서 그 화석이 발견된 뻬이징 인, 자바 인, 하이델베르크인 등은 모두 호모 에렉투스에 속한다. 이들은 눈썹 부분의
뼈가 차양처럼 튀어 나온데다가 턱도 아직 원숭이를 닮았으나, 뇌의 크기는 오스트랄로피테쿠스보다 훨씬 컸으며, 따라서 지력도 그만큼 더
발달하여 불을 피울 줄 알고, 돌로 보다 발달된 손도끼를 만들어 사용하였다.

조약돌로 만든 석기(역기)

호모 사피엔스

오늘날의 인류와 같은 종인 호모 사피엔스에 속하는 네안데르탈 인이 나타난 것은 약 20만 년 전의 일이었다. 눈썹뼈가 툭 나오고 입이 좀
튀어 나온 것은 호모 에렉투스와 비슷하였으나, 네안데르탈 인은 그보다 한충 더 크고 발달한 두뇌를 가지고 있었다. 그리하여, 그들은 석기를
만드는 새로운 방법을 발견하고, 처음으로 시체를 매장하는 등 지적으로 큰 발전을 이룩하였다.

호모 에렉투스가 약 15만 년 전에 자취를 감추고 나서 네안데르탈 인이 전 세계에 펴졌다. 그런데, 약 4만 년 전에는 그들도 사라지고,
같은 호모 사피엔스 종에 속하지만 다른 인종인 현생 인류(호모 사피엔스 사피엔스)가 나타났다. 최초의 현생 인류인 크로마뇽 인은 오늘날의 북
유럽 인처럼 키가 크고 얼굴이 길쭉하여 멋있는 모습을 하고 있었다.

인류의 진화 계통도
오스트랄로피테쿠스 호모 에렉투스 뻬이징 인 자바 인 하이델베르크 인 호모 사피엔스 네안데르탈 인 호모 사피엔스 사피엔스 크로마뇽 인

인류의 진화(왼쪽부터 자바 인, 네안데르탈 인, 크로마뇽 인)

인류의 진화

그런데, 오스트랄로피테쿠스, 호모 에렉투스, 현생 인류라는 순서는 인류가 진화한 방향만을 제시하는 것이며, 오스트랄로피테쿠스와 호모
에렉투스가 우리의 직계 조상이라는 것은 아니다. 그들은 방계에 속한다 하겠으나, 아직도 인류의 정확한 계보를 밝혀 내지 못하고 있느니만큼
우리는 그들을 통하여 진화의 과정을 대충 짐작할 수밖에 없는 것이다.

큰 두뇌와 자유로운 손을 가진 인류는 먹을 것을 장만하기 위하여 연장을 만들고 사냥을 하였으며, 그럼으로써 두뇌가 더욱 더 발달하게 되었다.
왜냐 하연, 편리한 연장을 만들거나 날래고 사나운 짐승을 잡으려면 두뇌를 써야 하기 때문이었다. 거기에다가 사냥하는 데에는 협동이
필요하였으므로, 집단의 유대가 강화되고, 의사 소통이 촉진되어, 언어가 발달하는 기틀이 마련되었을 것이다. 아뭏튼 인류 진화의 시발점은 그가
직립한 데 있었던 것이다.

(2) 원시인의 생활

구석기 시대
신석기 혁명
문명의 발생

구석기 시대

선사 시대에는 돌로 만든 연장이 널리 쓰였는데, 그것을 만든 기법에 따라 타제 석기를 만들었던 구석기 시대와 마제 석기를 만들었던 신석기
시대로 나눈다. 구석기인은 우선 손쉽게 나뭇가지 같은 것을 무기나 연장으로 사용할 수 있었을 것이지만, 돌로 손도끼 등을 만들어 쓰게
되었다. 그 뒤 기술이 꾸준히 진보하여 네안데르탈 인은 돌을 때려서 때어 낸 날카로운 얇은 조각으로 창날, 송곳, 칼 등을 만들었으며,
구석기 시대 말의 크로마뇽 인에 이르러서는 돌 이외의 짐승의 뼈나 뿔도 연장의 재료로 썼을 뿐 아니라, 낚시와 활 등 발달된 연장도 만들어
내었다.

벌꿀을 따는 사람(구석기 시대의 암화)

그러나, 구석기인은 아직 자연을 있는 그대로 이용하는 단계를 벗어나지 못하여, 초목의 열매를 따고 그 뿌리를 캐거나 들짐승을 잡고 물고기를
낚아서 먹었을 뿐이었다. 그러므로, 그들의 생활은 불안정할 수밖에 없었을 것이다. 거기에다가 그들은 빙하 시대에 살았으므로, 비록 굴 속에서
불을 피우고 가죽옷을 입었을지라도, 기후 때문에 많은 제약을 받았을 것이다.

크로마뇽 인은 활과 낚시를 만들어 냄",Authoritarian,1973,High School,ta_h32,고등학교 세계사(3차),3rd Curriculum,3rd National Curriculum (1973–1981),문교부
