doc_id,text,response_type,sex,age_cohorts,political_id3,close_nkmigrants
nkmigrants_interviews_0000,연륜,hire,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0001,한국에 적응,neighbor,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0002,한국에 적응,vote,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0003,직업도 있고 해서,hire,Male,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0004,직업적으로 좋아 보여서,neighbor,Male,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0005,직업적으로 더 안정돼 보여서,vote,Male,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0006,한국 체류기간이 길어서,hire,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0007,"체류기간, 한국인 동료",neighbor,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0008,체류기간,vote,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0009,자녀가 있고 체류기가도 있어서,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0010,연령이 적합해서,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0011,아는 지인이 먆아서,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0012,정치를 하려면 기본적으로 어느정도 연령이 되어야할것같아서,hire,Female,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0013,아이가 없으면 일하는데 지장이 없을것같아서,neighbor,Female,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0014,체류기간이 상대적으로 적은사람에게 이웃이 되어주고 싶어서,vote,Female,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0015,나이가 젊음,hire,Female,18-29,Progressive,Very close
nkmigrants_interviews_0016,탈북한지 충분히 오래되었음,neighbor,Female,18-29,Progressive,Very close
nkmigrants_interviews_0017,탈북민과 교류,vote,Female,18-29,Progressive,Very close
nkmigrants_interviews_0018,안정적일거 같아서,hire,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0019,안정적,neighbor,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0020,안정적,vote,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0021,조선노동당원이 아니여서,hire,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_0022,북한체류도 길고 고생해 온것 같아 도움을 주고 싶을거 같다,neighbor,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_0023,젊은 사람을 선호할거 같다,vote,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_0024,한국인 동료,hire,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_0025,젊은 나이,neighbor,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_0026,동료가 많음,vote,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_0027,정서안정되고 남한에 대한 이해가높음,hire,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0028,생할이 안정되고 남한에대한 이해가 되었다고 생각합니다.,neighbor,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0029,생할이 안정되고 삶에대한 민주의 우수성이해,vote,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0030,북한 이탈 후 중국 체류 기간과 한국 내 체류 기간이 오래 되었으며 현재 직업도 가지고 있음.,hire,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0031,현재 직업이 있음.,neighbor,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0032,중국과 한국의 체류 기간이 길고 현재 직업도 있음.,vote,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0033,신뢰,hire,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_0034,남성.전문직.정착원만,neighbor,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_0035,남성.신뢰,vote,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_0036,중국거주기간이 짧아서,hire,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0037,한국 체류기간이 길어서,neighbor,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0038,나이가어려서,vote,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0039,한국의 문화 잘적응,hire,Male,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0040,한국사회 적응잘함,neighbor,Male,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0041,한국적응 길다,vote,Male,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0042,7년동안 체류했기때문에 한국정성을 알고 있기때문이다,hire,Male,18-29,Progressive,Very distant
nkmigrants_interviews_0043,오래 체류한 사람이 일하기 편하다,neighbor,Male,18-29,Progressive,Very distant
nkmigrants_interviews_0044,한국동료가 잘함께 일할수 있을것 같다,vote,Male,18-29,Progressive,Very distant
nkmigrants_interviews_0045,나이도 성인이며 결혼했으니 기본적인 책임감이 있을것이다,hire,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0046,젊은여성이고 빨리 배울수있을것같다 뭐든지,neighbor,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0047,여자니까,vote,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0048,안정적,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0049,안정적,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0050,안정적,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0051,직업을 고려하였음,hire,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0052,연령을 고려하였음,neighbor,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0053,B는 너무 어림,vote,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0054,잘 모르기때문에,hire,Male,30-39,Centrist,Very distant
nkmigrants_interviews_0055,중국에 오래있지 않아서,neighbor,Male,30-39,Centrist,Very distant
nkmigrants_interviews_0056,컴퓨터를 잘 다룰꺼 같아서,vote,Male,30-39,Centrist,Very distant
nkmigrants_interviews_0057,필요성,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0058,편의점직원,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0059,친근감,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0060,결혼을 하였고 직장의 안전성도 더 신 뢰가 갑니다.,hire,Female,40-49,Conservative,Somewhat distant
nkmigrants_interviews_0061,중국체류 기간도 짧고 연령대도 젊습니다.,neighbor,Female,40-49,Conservative,Somewhat distant
nkmigrants_interviews_0062,무엇보다 한국내 체류기간이 많기에 친밀도가 높다고 생각합니다.,vote,Female,40-49,Conservative,Somewhat distant
nkmigrants_interviews_0063,한국내 체류기간이 상대적으로 더 길어서,hire,Female,40-49,Centrist,Very distant
nkmigrants_interviews_0064,나이도 상대적으로 어리고 한국내체류기간도 상당히됨.,neighbor,Female,40-49,Centrist,Very distant
nkmigrants_interviews_0065,의사라서,vote,Female,40-49,Centrist,Very distant
nkmigrants_interviews_0066,탈북후 시간이 더 지났고 자녀가있어서 책임감이 있을거같다,hire,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_0067,나이가 있어서 책임감이 더 있을듯하다,neighbor,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_0068,노동당이 아니라서,vote,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_0069,연령을 보았슴,hire,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_0070,연령이 높아서,neighbor,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_0071,사무직이어서,vote,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_0072,관심없음,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0073,프로그래머라,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0074,딱히 없음,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0075,더 나은것 같아서,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0076,그냥,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0077,그냥,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0078,직업과 학교 체류 기간,hire,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0079,컴퓨터 프로그래머라는 직업,neighbor,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0080,직업과 한국 체류 기간,vote,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0081,직업확실 한국인동료있음,hire,Female,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0082,경력,neighbor,Female,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0083,체류기간,vote,Female,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0084,무난함,hire,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_0085,탈북X,neighbor,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_0086,무난,vote,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_0087,한국내 체류기간이 있어 어느 정도 적응이 되었을 것이므로,hire,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_0088,굳이 둘중에 고르라하니까,neighbor,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_0089,오랜 거주기간으로 한국의 문화가 습득되었을거 같다.,vote,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_0090,여성이고 직업이 의사라서,hire,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0091,여성이고 직업이 있어서,neighbor,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0092,직업이 있어서,vote,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0093,직업이있어서,hire,Male,40-49,Centrist,Very distant
nkmigrants_interviews_0094,직업이있어서,neighbor,Male,40-49,Centrist,Very distant
nkmigrants_interviews_0095,젊기때문에,vote,Male,40-49,Centrist,Very distant
nkmigrants_interviews_0096,취직 기회를 주고 싶다,hire,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0097,취업 기회를 주고 싶다,neighbor,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0098,친구 관계가 좋을 것 같음,vote,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0099,한국인과 탈북민 동료가 있어서,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0100,연령이 어려서,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0101,연령이 있어서 대화가 통할 것 같아서,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0102,중국에 오래있으며 고생함,hire,Female,18-29,Conservative,Very close
nkmigrants_interviews_0103,무직이므로,neighbor,Female,18-29,Conservative,Very close
nkmigrants_interviews_0104,이혼의 아품이 있어서,vote,Female,18-29,Conservative,Very close
nkmigrants_interviews_0105,딱히없음,hire,Male,30-39,Centrist,Somewhat distant
nkmigrants_interviews_0106,이유없음,neighbor,Male,30-39,Centrist,Somewhat distant
nkmigrants_interviews_0107,이유없음,vote,Male,30-39,Centrist,Somewhat distant
nkmigrants_interviews_0108,중국체류기간이 적음,hire,Male,40-49,Centrist,Very distant
nkmigrants_interviews_0109,조선노동당원이 아니었음,neighbor,Male,40-49,Centrist,Very distant
nkmigrants_interviews_0110,나이가 젊음,vote,Male,40-49,Centrist,Very distant
nkmigrants_interviews_0111,타국에서 문제없이 12년을 견뎌낼 수 있는 파워가 있으므로,hire,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0112,젊은 패기가 있고 60대 보다는 일처리 능력이 더 있기때문,neighbor,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0113,연령대가 비슷하므로,vote,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0114,그래도 적응을 잘 했을거 같아서,hire,Male,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0115,체류기간 김,neighbor,Male,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0116,체류기간 김,vote,Male,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0117,편의점직원보다 프로그래머의 사회공헌도가 높다,hire,Male,18-29,Conservative,Somewhat distant
nkmigrants_interviews_0118,젊은 사람의 사회 공헌기간이 길다,neighbor,Male,18-29,Conservative,Somewhat distant
nkmigrants_interviews_0119,프로그래머의 사회공헌도가 높다,vote,Male,18-29,Conservative,Somewhat distant
nkmigrants_interviews_0120,한국에 더 오래있었으며 여성우대,hire,Male,40-49,Conservative,Very distant
nkmigrants_interviews_0121,직업과 잘맞아서,neighbor,Male,40-49,Conservative,Very distant
nkmigrants_interviews_0122,여성우대,vote,Male,40-49,Conservative,Very distant
nkmigrants_interviews_0123,없음,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0124,없음,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0125,없음,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0126,우리나라 문화를 오래 접하였다.,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0127,젊은 마인드를 가졌을 것이다,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0128,미혼이어서,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0129,북한이 때에 따라 탈북민을 이용할 수 있어서,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0130,한국인 동료만 있는사람이 편하다,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0131,고민끝에 내린 결론이다.,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0132,한국내 채류기간이 더길다,hire,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0133,직업이 조금더 능력이좋다,neighbor,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0134,직업이 더 능력이 좋은직업이다,vote,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0135,없음,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0136,없음,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0137,없음,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0138,전문적인 일을 가지고 있어서,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0139,둘다 비슷하나 굳이 한 명을 고르라 해서,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0140,여성이라서,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0141,적응도가 높을것 같아서,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0142,적응기간이 길어서,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0143,전문성이 있어서,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0144,직업이 있다는것 때문에,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0145,직업이 의사니깐 성실하게 열심히 살았다는생각 그리고 어려서,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0146,나이가 어리다 그리고 탈북한지 12년되어서 벌서 적응이 되어서,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0147,한국체류기간 길고 직업이 있음,hire,Female,60+,Centrist,Very distant
nkmigrants_interviews_0148,젊고 직업이 있다,neighbor,Female,60+,Centrist,Very distant
nkmigrants_interviews_0149,가정 있음,vote,Female,60+,Centrist,Very distant
nkmigrants_interviews_0150,직어이 확실함,hire,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0151,한국에 더 오래 체류해서,neighbor,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0152,지인이 더 많아서,vote,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0153,나이가 좀 있어서,hire,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0154,젊은 사람이 일시키기 편하다,neighbor,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0155,중국에 몇년 있어서,vote,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0156,젊고 전문직기술,hire,Female,30-39,Conservative,Somewhat close
nkmigrants_interviews_0157,젊음,neighbor,Female,30-39,Conservative,Somewhat close
nkmigrants_interviews_0158,젊음,vote,Female,30-39,Conservative,Somewhat close
nkmigrants_interviews_0159,체류기간,hire,Male,60+,Conservative,Very distant
nkmigrants_interviews_0160,쳐류기간,neighbor,Male,60+,Conservative,Very distant
nkmigrants_interviews_0161,인맥관계,vote,Male,60+,Conservative,Very distant
nkmigrants_interviews_0162,그나마 낫고 나이도 있다,hire,Female,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0163,노동당은 싫다,neighbor,Female,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0164,의사가 낫다,vote,Female,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0165,나이가 어려서,hire,Female,18-29,Centrist,Very distant
nkmigrants_interviews_0166,나이가 어려서,neighbor,Female,18-29,Centrist,Very distant
nkmigrants_interviews_0167,직업이 확실해서,vote,Female,18-29,Centrist,Very distant
nkmigrants_interviews_0168,기본 교육을 수료하였기 때문에,hire,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_0169,저렴한 월급을 지불할수 있기 때문에,neighbor,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_0170,진실성과 성실성이 양호한 나이라서,vote,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_0171,자녀가있다,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0172,활용도가 있다,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0173,전문직,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0174,남성이 결단력있게 잘 할 것 같습니다.,hire,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0175,젊고 지식 수준을 감안하여,neighbor,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0176,직업적으로 안정이 되고 지식 수준이 있음,vote,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0177,젊은 나이,hire,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0178,젊은 나이에 따른 가능성,neighbor,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0179,경험에 따른 주변인과의 어울림,vote,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0180,정치에 B보다 잘 알것같음,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0181,"결혼, 한국체류기간이 굿",neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0182,여자라서,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0183,젊어서,hire,Male,18-29,Centrist,Very close
nkmigrants_interviews_0184,자녀의유무여부,neighbor,Male,18-29,Centrist,Very close
nkmigrants_interviews_0185,무한한 가능성,vote,Male,18-29,Centrist,Very close
nkmigrants_interviews_0186,자녀가 있어서,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0187,결혼을 해서,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0188,나이가 들어서,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0189,"최근에 도착했지만 한국인 동료가 있으므로 한국 사회에서 어울려 살아가기 쉽고, 고급인력이라서 한국 사회에 도움이 될 것이다",hire,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_0190,현재 직업이 있어서,neighbor,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_0191,B는 한국에 온지 12년이나 되었는데도 한국인과 전혀 의미있는 인간관계를 맺지 않고 있다.,vote,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_0192,자녀를 키우고 있기 때문,hire,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0193,아직 젊기 때문,neighbor,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0194,한국에 산지도 좀더 되고 한국인 친구가 있기 때문,vote,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0195,이유없음,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0196,.,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0197,.,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0198,B같은 경우에는 한국에 7년을 있었으나 주변의 인관관계중 한국인이 적어서,hire,Male,18-29,Centrist,Very close
nkmigrants_interviews_0199,무직인 사람보다는 낫다고 생각한다,neighbor,Male,18-29,Centrist,Very close
nkmigrants_interviews_0200,ㅇ던시시,vote,Male,18-29,Centrist,Very close
nkmigrants_interviews_0201,a는 한국인 동료가 없어 살짝 불안하다,hire,Female,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0202,컴퓨터를 잘활용할것 같으므로,neighbor,Female,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0203,상대방보다 한국에서 훨씬 적응을 잘하는 것 같다,vote,Female,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0204,나이가 있고 한국 체류기간이 길어서,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0205,인맥,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0206,의사라서,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0207,연령,hire,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0208,현재 직업이 컴퓨터 프로그래머라는 점.,neighbor,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0209,직업,vote,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0210,"조선노동당과 관련이 없기에 정치적 지위를 담당하더라도 큰 우려가 없으며 한국에서 충분한 기간 체류하였기 때문에, 한국에 대한 충분한 이해도 역시 갖추고 있다고 생각된다.",hire,Male,40-49,Conservative,Somewhat distant
nkmigrants_interviews_0211,젊다,neighbor,Male,40-49,Conservative,Somewhat distant
nkmigrants_interviews_0212,"명확한 직업이 있다,",vote,Male,40-49,Conservative,Somewhat distant
nkmigrants_interviews_0213,그냥 a는 미혼인데 자녀가 있어서,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0214,컴퓨터 프로그래머라서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0215,의사여서,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0216,의사라서,hire,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_0217,젊어서,neighbor,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_0218,의사라서,vote,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_0219,둘 다 싫은데 하나를 뽑으래서 랜덤으로 뽑았다.,hire,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0220,중국 체류기간 짧음,neighbor,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0221,자녀가 있으므로 좀더 친절할것같아서,vote,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0222,노동당원 경력 무,hire,Female,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0223,자녀가 있다면 책임감이 강할 것 같아서,neighbor,Female,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0224,중국 체류기간 짧음,vote,Female,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0225,자녀가 있어서,hire,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0226,젊어서 기존 가치관의 변화가 쉬우리라 예상된다.,neighbor,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0227,특별한 이유 없다,vote,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0228,노동당원 아니다. 젊다. 한국인 동료가 있다. 한국 내 체류기간이 길다.,hire,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0229,노동당원이 아니었다,neighbor,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0230,체류기간이 길어서 한국 사회 분위기에 잘 적응했을 것이다.,vote,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0231,중국체류기간이 짧다,hire,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0232,중국체류기간이 적음,neighbor,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0233,직업이 안정적,vote,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0234,더 안정적이다,hire,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0235,조금 더 호감이 간다,neighbor,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0236,한국 내 체류기간이 길어서,vote,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0237,조금 더 호감이 간다,hire,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_0238,전노동당원이 아니고 한국인 동료도 있어서,neighbor,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_0239,조금 더 신뢰가 간다,vote,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_0240,저 노동당원이 아니고 한국인 동료가 있어서,hire,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_0241,조금이라도 고등 교육을 받은 사람이 필요하다,neighbor,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_0242,전 노동당원이 아니라서,vote,Male,60+,Progressive,Somewhat distant
nkmigrants_interviews_0243,둘 다 선호하지 않는다 그나마 조금이라도 덜 꺼려 진다,hire,Female,60+,Progressive,Somewhat distant
nkmigrants_interviews_0244,연령이 더 높으므로 안정적,neighbor,Female,60+,Progressive,Somewhat distant
nkmigrants_interviews_0245,둘 다 똑같다,vote,Female,60+,Progressive,Somewhat distant
nkmigrants_interviews_0246,중국 체류 짧음,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0247,의사라서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0248,노동당 당원 여부,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0249,한국인 동료가 있어서,hire,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0250,젊음,neighbor,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0251,가정이 있어서,vote,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0252,직장,hire,Female,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0253,업무적으로 필요하다,neighbor,Female,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0254,한국체류기간,vote,Female,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0255,한국에 7년 살아서 한국 사정을 조금 안다,hire,Female,60+,Centrist,Very distant
nkmigrants_interviews_0256,남성은 정년의 나이라서,neighbor,Female,60+,Centrist,Very distant
nkmigrants_interviews_0257,우리는 의사가 필요하다,vote,Female,60+,Centrist,Very distant
nkmigrants_interviews_0258,자녀가 있고 직업이 안정적,hire,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_0259,중국체류기간이 짦아야 중국영향을 덜 받는다,neighbor,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_0260,결혼 후 무직,vote,Female,60+,Progressive,Neither close nor distant
nkmigrants_interviews_0261,중국의 영향을 덜 받은 사람이 좋다,hire,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_0262,어림,neighbor,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_0263,프로그래머가 더 활용하기 좋아서,vote,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_0264,한국인동료가있음,hire,Female,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0265,한국인 동료도 있어서,neighbor,Female,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0266,여성이라서,vote,Female,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0267,한국 체류 기간이 더 오래되어서,hire,Female,60+,Progressive,Very distant
nkmigrants_interviews_0268,무직보단 직업이 있는게 낫다,neighbor,Female,60+,Progressive,Very distant
nkmigrants_interviews_0269,한국 체류 기간이 더 길어서,vote,Female,60+,Progressive,Very distant
