doc_id,text,response_type,sex,age_cohorts,political_id3,close_nkmigrants
nkmigrants_interviews_0919,한국 체류기간이 더 길어서,neighbor,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0920,자기직업과 결혼해서 자녀가 잇는 사람이 더 나을듯해서,vote,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0921,공정성,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0922,연령이 프로필a보다 어려 채용가능성이 높기 때문,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0923,공정성,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0924,탈북민을 떠나 한국 체류기간이 길기때문에 선택,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0925,한국 체류기간이 좀 더 길고 젊어서 활동적으로 일할 것 같아서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0926,친한지인도 있고 한국 체류 기간이 상대적으로 길기 때문,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0927,한국 체류기간이 B보다 길어서,hire,Female,60+,Centrist,Very distant
nkmigrants_interviews_0928,"a는 북한 탈북후 중국 체류기간이 길고, 한국 내 체류기간이 짧기 때문에",neighbor,Female,60+,Centrist,Very distant
nkmigrants_interviews_0929,국내 체류기간이 길어서,vote,Female,60+,Centrist,Very distant
nkmigrants_interviews_0930,여성이니까,hire,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0931,특별한 이유 없음,neighbor,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0932,한국 내 체류기간이 길어서,vote,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0933,특별한 이유 없음,hire,Female,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0934,노동당원이 아니였었기 때문에,neighbor,Female,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0935,특별한 이유 없음,vote,Female,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0936,노동당원이 아니였기때문에,hire,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0937,"한국내 체류기간이길고, 인맥도 좋은것 같다고 생각합니다",neighbor,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0938,젊은사람들일경우 더 사회적인 고정관념이나 이념이 바뀌기 쉽다고생각되어서,vote,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0939,"나이가젊고, 오랫동안 한국에 체류했고, 한국에 대해 잘 알고있다고 생각합니다",hire,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0940,없다.,neighbor,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0941,한국내 체류기간이 길어 좀더 잘알고 익숙해있다고 생각합니다,vote,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0942,없다.,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0943,어리고 젋어서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0944,없다.,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0945,알바라도 하니까...,hire,Male,60+,Centrist,Somewhat distant
nkmigrants_interviews_0946,체류기간도 길고 한국 문화를 더 잘 이해할 거 같다.,neighbor,Male,60+,Centrist,Somewhat distant
nkmigrants_interviews_0947,의사이기때문에,vote,Male,60+,Centrist,Somewhat distant
nkmigrants_interviews_0948,한국내 체류기간이 길어서,hire,Male,60+,Progressive,Somewhat close
nkmigrants_interviews_0949,ghjghjfhjfghj,neighbor,Male,60+,Progressive,Somewhat close
nkmigrants_interviews_0950,아이가 있어서,vote,Male,60+,Progressive,Somewhat close
nkmigrants_interviews_0951,gfhfghjghj,hire,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_0952,탈북민 동료도 있어서,neighbor,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_0953,rrgdgdfhfgh,vote,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_0954,한국인과도 친분이 있는 사람이어야 일을 잘 해낼 수 있을거 같다.,hire,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0955,A는 일을 새로 배우고 시작하기에 나이가 많은것같다.,neighbor,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0956,친한 지인이 있다는 걸로 보아 한국 사람과도 잘 지낼거 같다.,vote,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0957,한국 체류기간이 더 길어서 A보다 지역 사정을 잘 알것으로 기대된다.,hire,Female,30-39,Progressive,Somewhat close
nkmigrants_interviews_0958,의사,neighbor,Female,30-39,Progressive,Somewhat close
nkmigrants_interviews_0959,친하게 지내기 어렵지않은 나이대,vote,Female,30-39,Progressive,Somewhat close
nkmigrants_interviews_0960,경력,hire,Male,40-49,Centrist,Somewhat close
nkmigrants_interviews_0961,B가 나이로 보았을때 더 오래 일할 수 있다.,neighbor,Male,40-49,Centrist,Somewhat close
nkmigrants_interviews_0962,의사,vote,Male,40-49,Centrist,Somewhat close
nkmigrants_interviews_0963,중국에 체류한 기간이 12년이나 된 걸보니 한국에서 진득하게 잘 있을 것 같다.,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0964,기회 제공차원,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0965,탈북민과 한국인 동료가 있는걸 보니 이웃이 되어도 좋을 것 같다.,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0966,미혼이기 때문에 시간이 많을거 같아서,hire,Female,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0967,ㅇㅇ,neighbor,Female,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0968,한국 체류기간,vote,Female,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0969,특별히없음,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0970,한국문화에 대해 더 잘 알것 같다,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0971,이해 불가,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0972,미혼 여성이기 때문에,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0973,그나마 괜찮을 것 같아서,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0974,조용할것 같음,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0975,그나마 더 나은 것 같아서,hire,Female,30-39,Centrist,Somewhat distant
nkmigrants_interviews_0976,능력이 더욱 뛰어난 사람이어서,neighbor,Female,30-39,Centrist,Somewhat distant
nkmigrants_interviews_0977,그래도 괜찮을 것 같아서,vote,Female,30-39,Centrist,Somewhat distant
nkmigrants_interviews_0978,나이가 젊고 한국에서 일을 한다는것이 마음에 들어서,hire,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0979,한국인동료,neighbor,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0980,나이가 더 적은 편이 말이 잘 통할것 같아서,vote,Male,18-29,Progressive,Somewhat distant
nkmigrants_interviews_0981,노동당원이 아님,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0982,전 조선노동당원이 아니므로,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0983,노동당원이 아님,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0984,인간관계 때문,hire,Male,60+,Centrist,Very distant
nkmigrants_interviews_0985,환경에 익숙함,neighbor,Male,60+,Centrist,Very distant
nkmigrants_interviews_0986,전 노동당원이 별로이긴하나 인간관계가 두루두루여서,vote,Male,60+,Centrist,Very distant
nkmigrants_interviews_0987,익숙함,hire,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0988,업무에 따른 차이,neighbor,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0989,환경에 익숙함 정도,vote,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0990,"유경험자, 경륜",hire,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0991,나이가 젊어 새로운 일을 배우기 수월할 것 같음,neighbor,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0992,큰 이유 없음,vote,Male,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0993,당원활동 여부,hire,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0994,한국에 더 오래 체류하고 있으므로 적응을 더 잘할것같다,neighbor,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0995,나이가 많은 사람이 대하기 편함,vote,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0996,직업이 의사여서 더 똑똑할것같다,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0997,한국내체류기간이 길다,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0998,전에 당원이 아니라 약간 안심이 된다,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0999,나이가 어려 변화가능성 많을 것 같아서,hire,Male,60+,Centrist,Very distant
nkmigrants_interviews_1000,한국 체류 기간도 길고 친한 한국인이 있기 때문에 적응을 잘 할 것 같다,neighbor,Male,60+,Centrist,Very distant
nkmigrants_interviews_1001,중국체류기간이적음,vote,Male,60+,Centrist,Very distant
nkmigrants_interviews_1002,한국에서 산 기간이 더 오래됐고 친한 한국인도 있어서,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1003,자녀가 있어서,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1004,한국에서 오래 생활해와서,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1005,노동당이 아니여서,hire,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_1006,연령이 높아 사업체 운영에 도움이 될 듯 하다.,neighbor,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_1007,아직 젊기 때문에 더 힘차게 살꺼 같아서,vote,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_1008,연령대가 더 높아서 선택했다,hire,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_1009,65세 고용가능한가요?,neighbor,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_1010,한국내 체류기간이 길어서 남한 문화에 더 적응했을 듯 하다,vote,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_1011,나이가 어려서,hire,Female,18-29,Progressive,Very distant
nkmigrants_interviews_1012,체류기간이 길어서,neighbor,Female,18-29,Progressive,Very distant
nkmigrants_interviews_1013,독거노인 공양은 사양합니다,vote,Female,18-29,Progressive,Very distant
nkmigrants_interviews_1014,조금 더 믿음이 가요,hire,Female,30-39,Centrist,Very distant
nkmigrants_interviews_1015,"국내 체류기간, 중국 체류기간 고려",neighbor,Female,30-39,Centrist,Very distant
nkmigrants_interviews_1016,의사라,vote,Female,30-39,Centrist,Very distant
nkmigrants_interviews_1017,중국 체류기간이 적어서,hire,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_1018,나이,neighbor,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_1019,"탈북 후 체류기간이 너무 짧고, 조선노동당원 출신인 점",vote,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_1020,북한 체류 기간이 짧고 전 당원이 아님,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1021,cugu,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1022,의사여서,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1023,jzzz,hire,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_1024,컴퓨터 스킬이 좋아보여서 문서 작업을 잘할 것 같아서다.,neighbor,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_1025,ychh,vote,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_1026,조선노동당원 출신이 아니기 때문이다.,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1027,젊으니까,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1028,조선노동당원 출신이 아니고 가정도 이루어서 원만해 보이기 때문이다.,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1029,젊으니까,hire,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_1030,한국에서 지낸 기간이 더 길어서,neighbor,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_1031,젊으니까,vote,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_1032,A는 너무 어리고 경험이 없다,hire,Female,18-29,Progressive,Very distant
nkmigrants_interviews_1033,사업체에 컴퓨터 능력자가 있으면 좋으니까,neighbor,Female,18-29,Progressive,Very distant
nkmigrants_interviews_1034,한국에서의 경험이 더 많아서,vote,Female,18-29,Progressive,Very distant
nkmigrants_interviews_1035,젊어서,hire,Female,18-29,Conservative,Somewhat distant
nkmigrants_interviews_1036,Answer : 닥터가 할 수 있는 것도 있고 사무직이 할 수 있는 것이 나뉘어져 있다,neighbor,Female,18-29,Conservative,Somewhat distant
nkmigrants_interviews_1037,컴퓨터기술자라서,vote,Female,18-29,Conservative,Somewhat distant
nkmigrants_interviews_1038,우선 무직이라도 둘 다 전에 당원이지만 조금 더 위험하지 않아서?,hire,Male,30-39,Centrist,Somewhat distant
nkmigrants_interviews_1039,국내 체류기간이 더 길어서,neighbor,Male,30-39,Centrist,Somewhat distant
nkmigrants_interviews_1040,아무리 전이라고 해도 노동당 파티라서,vote,Male,30-39,Centrist,Somewhat distant
nkmigrants_interviews_1041,한국체류기간이 더 길어 한국사회에 대한 이해도가 높을 것이기에,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1042,더 안정적인 직장에 근무해서,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1043,탈북이후의 시간이 더 많았기에,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1044,같은 성별에 더 이끌려서,hire,Male,30-39,Progressive,Very distant
nkmigrants_interviews_1045,연령에 따른 업무적응력 고려,neighbor,Male,30-39,Progressive,Very distant
nkmigrants_interviews_1046,나와 맞는 직업을 가져서,vote,Male,30-39,Progressive,Very distant
nkmigrants_interviews_1047,북한이탈기간이 더 김,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1048,한국에 정착한 지 더 오래됬다,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1049,한국에서 적응한 기간,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1050,"인맥관계에서 한국인/탈북민 동료가 다 있는 것이 좋겠으나, 둘 중 하나라면. 한국에 정착하고 살고 있으니, 한국인동료가 있는게 낫다고 생각함",hire,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1051,체류기간 차이가 심해서,neighbor,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1052,둘 중에서는 그나마.,vote,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1053,B프로필은 나이가 너무 어리다,hire,Female,30-39,Centrist,Very distant
nkmigrants_interviews_1054,조성노동당원이 아니고 직업도 좋음,neighbor,Female,30-39,Centrist,Very distant
nkmigrants_interviews_1055,직업이 깨끗하다,vote,Female,30-39,Centrist,Very distant
nkmigrants_interviews_1056,한국내 체류기간이 길고 결혼도했고 직장도 있음,hire,Female,30-39,Centrist,Somewhat distant
nkmigrants_interviews_1057,gmdi,neighbor,Female,30-39,Centrist,Somewhat distant
nkmigrants_interviews_1058,A는 한국에 오래살았는데 탈북민 인맥밖에없어서,vote,Female,30-39,Centrist,Somewhat distant
nkmigrants_interviews_1059,믿음,hire,Male,18-29,Progressive,Very distant
nkmigrants_interviews_1060,체류기간이많아서,neighbor,Male,18-29,Progressive,Very distant
nkmigrants_interviews_1061,clsalf,vote,Male,18-29,Progressive,Very distant
nkmigrants_interviews_1062,체류기간이높아서,hire,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1063,한국동료가 있음,neighbor,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1064,체류기간이많아서,vote,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1065,한국에 오래삼,hire,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_1066,없다,neighbor,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_1067,차이없음,vote,Female,40-49,Centrist,Somewhat close
nkmigrants_interviews_1068,없다,hire,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_1069,전 조선노동당원이 아니어서,neighbor,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_1070,없다,vote,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_1071,전문직업인임,hire,Male,30-39,Centrist,Somewhat distant
nkmigrants_interviews_1072,좀 더 괜찮아보여서,neighbor,Male,30-39,Centrist,Somewhat distant
nkmigrants_interviews_1073,전 조선노동당원이 아니어서,vote,Male,30-39,Centrist,Somewhat distant
nkmigrants_interviews_1074,좀 더 괜찮아보여서,hire,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_1075,직업이 안정적이다,neighbor,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_1076,좀 더 괜찮아보여서,vote,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_1077,자녀가 있어서 좀더 믿음이 가고 안정적이다,hire,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1078,18세에 의사인데 무슨 말이 필요하나요?,neighbor,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1079,자녀가 있다는 점이 안정적이다,vote,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1080,"대체적으로 비슷한 조건이지만, A가 전 노동당원이었다는 것이 걸림",hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1081,중국에서 적게 살았다,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1082,"둘다 고르고 싶지 않은데, 하나는 택해야 돼서 그나마 한국인 동료도 있고 중국 체류 기간이 상대적으로 짧음",vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1083,여성을 선호한다,hire,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_1084,나이가 어리고 자녀가 있어 일을 성실하게 할 것 같아서,neighbor,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_1085,도움을 받을수 있을것같다,vote,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_1086,중국 체류기간이 짧고 국내 체류기간이 길어 민주주의에 익숙해지고 잘 알것같아서,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1087,최근 도착,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1088,중국체류기간이 길고 조선노동당원이였기에 공산주의 사상에 찌들어있을거같아서,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1089,직업 유,hire,Female,18-29,Centrist,Somewhat close
nkmigrants_interviews_1090,ㅇ,neighbor,Female,18-29,Centrist,Somewhat close
nkmigrants_interviews_1091,의사,vote,Female,18-29,Centrist,Somewhat close
nkmigrants_interviews_1092,ㅇ,hire,Female,18-29,Centrist,Somewhat close
nkmigrants_interviews_1093,더좋아서,neighbor,Female,18-29,Centrist,Somewhat close
nkmigrants_interviews_1094,ㅇ,vote,Female,18-29,Centrist,Somewhat close
nkmigrants_interviews_1095,선호해서,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1096,상관없음,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1097,더선호해서,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1098,상관없음,hire,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1099,좋아서,neighbor,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1100,상관없음,vote,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1101,깔끔해서,hire,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_1102,한국내 체류기간이 깁니다,neighbor,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_1103,좋아서,vote,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_1104,"전문 직업이 있고, 한국 체류기간이 깁니다. 결혼을 해서 안정적입니다.",hire,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_1105,"한국인동료, 북한체류짧으며, 결혼",neighbor,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_1106,나보다 동생이고 한국거주한지 좀 되서 편할듯합니다,vote,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_1107,"결혼,직장,나이",hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1108,한국 체류기간이 길다,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1109,"노동당원이아님,자녀",vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1110,젊다,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1111,4,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1112,B 나이가 많다,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1113,4,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1114,오래 거주해서,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1115,4,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1116,1. 조선체류기간 2. 조선노동당원 유무,hire,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_1117,좀 더 한국적임,neighbor,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_1118,중국 체류기간이 짧아서,vote,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_1119,좀더 한국적임,hire,Female,60+,Conservative,Somewhat close
nkmigrants_interviews_1120,판단력이있을듯,neighbor,Female,60+,Conservative,Somewhat close
nkmigrants_interviews_1121,좀더 한국적이다,vote,Female,60+,Conservative,Somewhat close
nkmigrants_interviews_1122,미래를우해,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1123,한국내 체류기간이 A보다 길어서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1124,빨리적응하도록 지원,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1125,연령이 많아서,hire,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_1126,지식인,neighbor,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_1127,의사,vote,Male,18-29,Progressive,Somewhat close
nkmigrants_interviews_1128,경력이많음,hire,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_1129,나이가 어려서,neighbor,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_1130,나이,vote,Female,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_1131,"노동당원이라는게 보기 안 좋고 자녀도 있고, 안정된 환경이라 괜찮아보임.",hire,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_1132,지식도 해박하고 생각의 버무이가 넓을것 같다,neighbor,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_1133,한국 체류기간이 좀 더 길어서,vote,Female,18-29,Progressive,Somewhat close
nkmigrants_interviews_1134,"북한을 탈출한지 오랜 세월이 지났으며, 앞으로의 미래가 좋은 인적 자원이다",hire,Female,40-49,Progressive,Somewhat distant
nkmigrants_interviews_1135,어려서,neighbor,Female,40-49,Progressive,Somewhat distant
nkmigrants_interviews_1136,누구와도 서슴없이 친해질수 있을것 같다,vote,Female,40-49,Progressive,Somewhat distant
nkmigrants_interviews_1137,한국내 체류기간이 길어서,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1138,노동당원이 아니다,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1139,나이가 많아서,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_1140,노동당원이 아니다,hire,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_1141,더욱더활동이넓어질것같고 아는것등등이많이있을같습니다,neighbor,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_1142,국내 체류기간이 길다,vote,Male,18-29,Conservative,Neither close nor distant
nkmigrants_interviews_1143,A가더욱더아는것도많고 노련한모습이있기때문에선택하였습니다,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1144,한국 내 체류기간이 길어서 적응을 하는데 좀 더 용이할 듯함.,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1145,한국에많은것들을 겪고이겨내었기때문에 말이많이통할것같습니다,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1146,한국내 체류기간과 인간 관계,hire,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_1147,긍정적으로 본다면 낫다고 생각합니다,neighbor,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_1148,직업과 당원 여부,vote,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_1149,전체적으로 받을때 그나마 낫다고 판단을 하게됐습니다,hire,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1150,좀더 믿음직함,neighbor,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1151,그나마 낫습니다,vote,Male,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_1152,좀더 한국적임,hire,Male,30-39,Conservative,Somewhat close
nkmigrants_interviews_1153,노동당원 출신이 아니기 때문,neighbor,Male,30-39,Conservative,Somewhat close
nkmigrants_interviews_1154,좀더 보수적임,vote,Male,30-39,Conservative,Somewhat close
nkmigrants_interviews_1155,노동당원 출신이 아니기 때문,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1156,나이가 더 어리고 한국인 동료가 있는걸 봐선 인간관계도 좋아보임,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1157,친한 지인 몇명만 있음,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_1158,중국체류기간이 짧교 한국에 오래 있었다,hire,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_1159,발전 가능성이 있어서,neighbor,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_1160,한국체류기간은 짧지만 직업도 확실하고 한국인 동료도 있어서,vote,Male,60+,Progressive,Neither close nor distant
nkmigrants_interviews_1161,발전가능성이 있을 것 같음,hire,Male,30-39,Centrist,Very distant
nkmigrants_interviews_1162,나이도 젊고 체류기간이 길어서요,neighbor,Male,30-39,Centrist,Very distant
nkmigrants_interviews_1163,발전 가능성이 있어서,vote,Male,30-39,Centrist,Very distant
nkmigrants_interviews_1164,그냥 나이가 젊어서,hire,Female,40-49,Centrist,Very distant
nkmigrants_interviews_1165,연령,neighbor,Female,40-49,Centrist,Very distant
nkmigrants_interviews_1166,체류기간이 길어서,vote,Female,40-49,Centrist,Very distant
nkmigrants_interviews_1167,인간관계때문에,hire,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_1168,젊고 능력있어 보인다,neighbor,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_1169,인간관계,vote,Female,40-49,Centrist,Somewhat distant
nkmigrants_interviews_1170,특별한 이유는 없지만 나이나 경력이 적당하다고 생각,hire,Male,40-49,Progressive,Somewhat distant
nkmigrants_interviews_1171,컴퓨터 프로그래머라는 직업을 가지고 있어서,neighbor,Male,40-49,Progressive,Somewhat distant
nkmigrants_interviews_1172,둘 중에 한명이라면의 조건하에서,vote,Male,40-49,Progressive,Somewhat distant
nkmigrants_interviews_1173,"인간관계가 넓고, 나이가 어리다.",hire,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_1174,일단 노동당 당원이었던 사람은 믿고 거르는데 아닌쪽도 좋다고는 못하겠음,neighbor,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_1175,"전노동당원이 아니었고, 의사 직업을 가지고 있어서",vote,Female,30-39,Centrist,Neither close nor distant
